Pricing Option,Call Point,PPG - Item,Promo Description Notes,Promo Description,Custom Pricing Approval Status,Weeks,Price Book Weeks,Weekly Volume (cases per store),Total Cases Budgeted,▼▼▼ RETAILER ▼▼▼,Suggested Retail Price,Suggested Retail Price [Price Book],Retailer Revenue,Net Unit Cost (after scans),Retailer Total COGS,Retailer Margin $,Retailer Margin %,▼▼▼ DISTRIBUTOR ▼▼▼,Net Revenue,Case Cost,Distributor Total COGS,Distributor Gross Margin $,Distributor Gross Margin %,▼▼▼ TALKING RAIN ▼▼▼,TR Revenue,Discount (per case),TR Share of Discount,Scan Back $ (per case),Discount (per case) [Price Book],TR Share of Discount [Price Book],Scan Back $ (per case) [Price Book],Overall TR Discount,TR Net Revenue,TR Total COGS,TR Gross Margin $,TR Gross Margin %
Price 1,Kroger Fred Meyer,SI 12/17oz 12pk,,$14.99,,,0 wks,24.9 cs/store,0 cs,,,$ 14.99,$ 0,$ 10.94,$ 0,$ 0,0%,,$ 0,$ 9.00,$ 0,$ 0,0%,,$ 0,,,,$ 1.90,$ 0.95,$ 0,$ 0.95,$ 0,$ 0,$ 0,0%
Price 2,Kroger Fred Meyer,SI 12/17oz 12pk,,$12.99,,,6 wks,28.7 cs/store,"22,903 cs",,,$ 12.99,"$ 297,505",$ 9.88,"$ 226,278","$ 71,227",23.94%,,"$ 267,502",$ 9.00,"$ 206,123","$ 61,379",26.43%,,"$ 206,123",,,,$ 2.70,$ 1.54,$ 0.26,$ 1.80,"$ 164,899","$ 118,635","$ 46,263",22.44%
Price 3,Kroger Fred Meyer,SI 12/17oz 12pk,,$11.99,,,17 wks,33.8 cs/store,"76,422 cs",,,$ 11.99,"$ 916,297",$ 9.12,"$ 696,967","$ 219,331",23.94%,,"$ 874,265",$ 9.00,"$ 687,796","$ 186,469",26.41%,,"$ 687,796",,,,$ 3.60,$ 2.2,$ 0.12,$ 2.32,"$ 510,498","$ 395,865","$ 114,633",16.67%
Price 4,Kroger Fred Meyer,SI 12/17oz 12pk,,$12.99 REVISED,,,29 wks,26 cs/store,"100,282 cs",,,$ 12.99,"$ 1,302,663",$ 9.88,"$ 990,786","$ 311,877",23.94%,,"$ 1,167,282",$ 9.00,"$ 902,538","$ 264,744",26.40%,,"$ 902,538",,,,$ 2.84,$ 1.64,$ 0.12,$ 1.76,"$ 726,042","$ 519,461","$ 206,581",22.89%
Price 1,Kroger Fry's,SI 12/17oz 12pk,,$14.99,,,4 wks,12 cs/store,"6,240 cs",,,$ 14.99,"$ 93,538",$ 9.84,"$ 61,402","$ 32,136",34.36%,,,,,,,,"$ 61,402",,,,$ 0,$ 0,$ 0,$ 0,"$ 61,402","$ 32,323","$ 29,078",47.36%
Price 2,Kroger Fry's,SI 12/17oz 12pk,,$12.99,,,24 wks,14 cs/store,"43,680 cs",,,$ 12.99,"$ 567,403",$ 8.71,"$ 380,453","$ 186,950",32.95%,,,,,,,,"$ 380,453",,,,$ 0,$ 0,$ 1.13,$ 1.13,"$ 331,094","$ 226,262","$ 104,832",24.39%
Price 3,Kroger Fry's,SI 12/17oz 12pk,,$11.99,,,24 wks,23 cs/store,"71,760 cs",,,$ 11.99,"$ 860,402",$ 8.04,"$ 576,950","$ 283,452",32.94%,,,,,,,,"$ 576,950",,,,$ 0,$ 0,$ 1.80,$ 1.80,"$ 447,782","$ 371,717","$ 76,066",10.77%
Price 1,Kroger Houston,SI 12/17oz 12pk,,$14.99,,,4 wks,11.6 cs/store,"4,918 cs",,,$ 14.99,"$ 73,727",$ 9.84,"$ 48,397","$ 25,330",34.36%,,,,,,,,"$ 48,397",,,,$ 0,$ 0,$ 0,$ 0,"$ 48,397","$ 25,477","$ 22,920",47.36%
Price 2,Kroger Houston,SI 12/17oz 12pk,,$12.99,,,24 wks,12.8 cs/store,"32,563 cs",,,$ 12.99,"$ 422,996",$ 8.71,"$ 283,625","$ 139,370",32.95%,,,,,,,,"$ 283,625",,,,$ 0,$ 0,$ 1.13,$ 1.13,"$ 246,829","$ 168,677","$ 78,152",24.39%
Price 3,Kroger Houston,SI 12/17oz 12pk,,$11.99,,,24 wks,16 cs/store,"40,704 cs",,,$ 11.99,"$ 488,041",$ 8.04,"$ 327,260","$ 160,781",32.94%,,,,,,,,"$ 327,260",,,,$ 0,$ 0,$ 1.80,$ 1.80,"$ 253,993","$ 210,847","$ 43,146",10.77%
Price 1,Kroger King Soopers,SI 12/17oz 12pk,,$14.99,,,4 wks,11 cs/store,"6,864 cs",,,$ 14.99,"$ 102,891",$ 9.84,"$ 67,542","$ 35,350",34.36%,,,,,,,,"$ 67,542",,,,$ 0,$ 0,$ 0,$ 0,"$ 67,542","$ 35,556","$ 31,986",47.36%
Price 2,Kroger King Soopers,SI 12/17oz 12pk,,$12.99,,,24 wks,14 cs/store,"52,416 cs",,,$ 12.99,"$ 680,884",$ 8.71,"$ 456,543","$ 224,340",32.95%,,,,,,,,"$ 456,543",,,,$ 0,$ 0,$ 1.13,$ 1.13,"$ 397,313","$ 271,515","$ 125,798",24.39%
Price 3,Kroger King Soopers,SI 12/17oz 12pk,,$11.99,,,24 wks,18 cs/store,"67,392 cs",,,$ 11.99,"$ 808,030",$ 8.04,"$ 541,832","$ 266,198",32.94%,,,,,,,,"$ 541,832",,,,$ 0,$ 0,$ 1.80,$ 1.80,"$ 420,526","$ 349,091","$ 71,436",10.77%
Price 1,Kroger Louisville,SI 12/17oz 12pk,,$14.99,,,4 wks,9 cs/store,"4,248 cs",,,$ 14.99,"$ 63,678",$ 9.84,"$ 41,800","$ 21,877",34.36%,,,,,,,,"$ 41,800",,,,$ 0,$ 0,$ 0,$ 0,"$ 41,800","$ 22,005","$ 19,796",47.36%
Price 2,Kroger Louisville,SI 12/17oz 12pk,,$12.99,,,24 wks,9 cs/store,"25,488 cs",,,$ 12.99,"$ 331,089",$ 8.71,"$ 222,000","$ 109,089",32.95%,,,,,,,,"$ 222,000",,,,$ 0,$ 0,$ 1.13,$ 1.13,"$ 193,199","$ 132,028","$ 61,171",24.39%
Price 3,Kroger Louisville,SI 12/17oz 12pk,,$11.99,,,24 wks,10.2 cs/store,"28,886 cs",,,$ 11.99,"$ 346,348",$ 8.04,"$ 232,247","$ 114,101",32.94%,,,,,,,,"$ 232,247",,,,$ 0,$ 0,$ 1.80,$ 1.80,"$ 180,251","$ 149,632","$ 30,620",10.77%
Price 1,Kroger Michigan,SI 12/17oz 12pk,,$14.99,,,4 wks,14 cs/store,"7,000 cs",,,$ 14.99,"$ 104,930",$ 9.84,"$ 68,880","$ 36,050",34.36%,,,,,,,,"$ 68,880",,,,$ 0,$ 0,$ 0,$ 0,"$ 68,880","$ 36,260","$ 32,620",47.36%
Price 2,Kroger Michigan,SI 12/17oz 12pk,,$12.99,,,24 wks,15 cs/store,"45,000 cs",,,$ 12.99,"$ 584,550",$ 8.71,"$ 391,950","$ 192,600",32.95%,,,,,,,,"$ 391,950",,,,$ 0,$ 0,$ 1.13,$ 1.13,"$ 341,100","$ 233,100","$ 108,000",24.39%
Price 3,Kroger Michigan,SI 12/17oz 12pk,,$11.99,,,24 wks,17 cs/store,"51,000 cs",,,$ 11.99,"$ 611,490",$ 8.04,"$ 410,040","$ 201,450",32.94%,,,,,,,,"$ 410,040",,,,$ 0,$ 0,$ 1.80,$ 1.80,"$ 318,240","$ 264,180","$ 54,060",10.77%
Price 1,Kroger Mid Atlantic,SI 12/17oz 12pk,,$14.99,,,4 wks,9 cs/store,"4,284 cs",,,$ 14.99,"$ 64,217",$ 9.84,"$ 42,155","$ 22,063",34.36%,,,,,,,,"$ 42,155",,,,$ 0,$ 0,$ 0,$ 0,"$ 42,155","$ 22,191","$ 19,963",47.36%
Price 2,Kroger Mid Atlantic,SI 12/17oz 12pk,,$12.99,,,24 wks,10.8 cs/store,"30,845 cs",,,$ 12.99,"$ 400,674",$ 8.71,"$ 268,658","$ 132,016",32.95%,,,,,,,,"$ 268,658",,,,$ 0,$ 0,$ 1.13,$ 1.13,"$ 233,804","$ 159,776","$ 74,028",24.39%
Price 3,Kroger Mid Atlantic,SI 12/17oz 12pk,,$11.99,,,24 wks,14 cs/store,"39,984 cs",,,$ 11.99,"$ 479,408",$ 8.04,"$ 321,471","$ 157,937",32.94%,,,,,,,,"$ 321,471",,,,$ 0,$ 0,$ 1.80,$ 1.80,"$ 249,500","$ 207,117","$ 42,383",10.77%
Price 1,Kroger Nashville,SI 12/17oz 12pk,,$14.99,,,0 wks,11 cs/store,0 cs,,,$ 14.99,$ 0,$ 10.94,$ 0,$ 0,0%,,$ 0,$ 9.00,$ 0,$ 0,0%,,$ 0,,,,$ 1.90,$ 0.95,$ 0,$ 0.95,$ 0,$ 0,$ 0,0%
Price 2,Kroger Nashville,SI 12/17oz 12pk,,$12.99,,,6 wks,13 cs/store,"7,020 cs",,,$ 12.99,"$ 91,190",$ 9.88,"$ 69,358","$ 21,832",23.94%,,"$ 81,994",$ 9.00,"$ 63,180","$ 18,814",26.43%,,"$ 63,180",,,,$ 2.70,$ 1.54,$ 0.26,$ 1.80,"$ 50,544","$ 36,364","$ 14,180",22.44%
Price 3,Kroger Nashville,SI 12/17oz 12pk,,$11.99,,,17 wks,17 cs/store,"26,010 cs",,,$ 11.99,"$ 311,860",$ 9.12,"$ 237,211","$ 74,649",23.94%,,"$ 297,554",$ 9.00,"$ 234,090","$ 63,464",26.41%,,"$ 234,090",,,,$ 3.60,$ 2.2,$ 0.12,$ 2.32,"$ 173,747","$ 134,732","$ 39,015",16.67%
Price 4,Kroger Nashville,SI 12/17oz 12pk,,$12.99 REVISED,,,29 wks,13 cs/store,"33,930 cs",,,$ 12.99,"$ 440,751",$ 9.88,"$ 335,228","$ 105,522",23.94%,,"$ 394,945",$ 9.00,"$ 305,370","$ 89,575",26.40%,,"$ 305,370",,,,$ 2.84,$ 1.64,$ 0.12,$ 1.76,"$ 245,653","$ 175,757","$ 69,896",22.89%
Price 1,Kroger QFC,SI 12/17oz 12pk,,$14.99,,,0 wks,4 cs/store,0 cs,,,$ 14.99,$ 0,$ 10.94,$ 0,$ 0,0%,,$ 0,$ 9.00,$ 0,$ 0,0%,,$ 0,,,,$ 1.90,$ 0.95,$ 0,$ 0.95,$ 0,$ 0,$ 0,0%
Price 2,Kroger QFC,SI 12/17oz 12pk,,$12.99,,,6 wks,6 cs/store,"2,088 cs",,,$ 12.99,"$ 27,123",$ 9.88,"$ 20,629","$ 6,494",23.94%,,"$ 24,388",$ 9.00,"$ 18,792","$ 5,596",26.43%,,"$ 18,792",,,,$ 2.70,$ 1.54,$ 0.26,$ 1.80,"$ 15,034","$ 10,816","$ 4,218",22.44%
Price 3,Kroger QFC,SI 12/17oz 12pk,,$11.99,,,17 wks,8 cs/store,"7,888 cs",,,$ 11.99,"$ 94,577",$ 9.12,"$ 71,939","$ 22,639",23.94%,,"$ 90,239",$ 9.00,"$ 70,992","$ 19,247",26.41%,,"$ 70,992",,,,$ 3.60,$ 2.2,$ 0.12,$ 2.32,"$ 52,692","$ 40,860","$ 11,832",16.67%
Price 4,Kroger QFC,SI 12/17oz 12pk,,$12.99 REVISED,,,29 wks,6 cs/store,"10,092 cs",,,$ 12.99,"$ 131,095",$ 9.88,"$ 99,709","$ 31,386",23.94%,,"$ 117,471",$ 9.00,"$ 90,828","$ 26,643",26.40%,,"$ 90,828",,,,$ 2.84,$ 1.64,$ 0.12,$ 1.76,"$ 73,066","$ 52,277","$ 20,790",22.89%
Price 1,Kroger Ralphs,SI 12/17oz 12pk,,$14.99,,,4 wks,9 cs/store,"6,624 cs",,,$ 14.99,"$ 99,294",$ 9.84,"$ 65,180","$ 34,114",34.36%,,,,,,,,"$ 65,180",,,,$ 0,$ 0,$ 0,$ 0,"$ 65,180","$ 34,312","$ 30,868",47.36%
Price 2,Kroger Ralphs,SI 12/17oz 12pk,,$12.99,,,24 wks,10 cs/store,"44,160 cs",,,$ 12.99,"$ 573,638",$ 8.71,"$ 384,634","$ 189,005",32.95%,,,,,,,,"$ 384,634",,,,$ 0,$ 0,$ 1.13,$ 1.13,"$ 334,733","$ 228,749","$ 105,984",24.39%
Price 3,Kroger Ralphs,SI 12/17oz 12pk,,$11.99,,,24 wks,15 cs/store,"66,240 cs",,,$ 11.99,"$ 794,218",$ 8.04,"$ 532,570","$ 261,648",32.94%,,,,,,,,"$ 532,570",,,,$ 0,$ 0,$ 1.80,$ 1.80,"$ 413,338","$ 343,123","$ 70,214",10.77%
Price 1,Kroger Roundy IL,SI 12/17oz 12pk,,$14.99,,,0 wks,6 cs/store,0 cs,,,$ 14.99,$ 0,$ 10.94,$ 0,$ 0,0%,,$ 0,$ 9.00,$ 0,$ 0,0%,,$ 0,,,,$ 1.90,$ 0.95,$ 0,$ 0.95,$ 0,$ 0,$ 0,0%
Price 2,Kroger Roundy IL,SI 12/17oz 12pk,,$12.99,,,6 wks,7 cs/store,"1,848 cs",,,$ 12.99,"$ 24,006",$ 9.88,"$ 18,258","$ 5,747",23.94%,,"$ 21,585",$ 9.00,"$ 16,632","$ 4,953",26.43%,,"$ 16,632",,,,$ 2.70,$ 1.54,$ 0.26,$ 1.80,"$ 13,306","$ 9,573","$ 3,733",22.44%
Price 3,Kroger Roundy IL,SI 12/17oz 12pk,,$11.99,,,17 wks,8 cs/store,"5,984 cs",,,$ 11.99,"$ 71,748",$ 9.12,"$ 54,574","$ 17,174",23.94%,,"$ 68,457",$ 9.00,"$ 53,856","$ 14,601",26.41%,,"$ 53,856",,,,$ 3.60,$ 2.2,$ 0.12,$ 2.32,"$ 39,973","$ 30,997","$ 8,976",16.67%
Price 4,Kroger Roundy IL,SI 12/17oz 12pk,,$12.99 REVISED,,,29 wks,7 cs/store,"8,932 cs",,,$ 12.99,"$ 116,027",$ 9.88,"$ 88,248","$ 27,779",23.94%,,"$ 103,968",$ 9.00,"$ 80,388","$ 23,580",26.40%,,"$ 80,388",,,,$ 2.84,$ 1.64,$ 0.12,$ 1.76,"$ 64,668","$ 46,268","$ 18,400",22.89%
Price 1,Kroger Roundy Wis,SI 12/17oz 12pk,,$14.99,,,0 wks,10 cs/store,0 cs,,,$ 14.99,$ 0,$ 10.94,$ 0,$ 0,0%,,$ 0,$ 9.00,$ 0,$ 0,0%,,$ 0,,,,$ 1.90,$ 0.95,$ 0,$ 0.95,$ 0,$ 0,$ 0,0%
Price 2,Kroger Roundy Wis,SI 12/17oz 12pk,,$12.99,,,6 wks,9 cs/store,"6,318 cs",,,$ 12.99,"$ 82,071",$ 9.88,"$ 62,422","$ 19,649",23.94%,,"$ 73,794",$ 9.00,"$ 56,862","$ 16,932",26.43%,,"$ 56,862",,,,$ 2.70,$ 1.54,$ 0.26,$ 1.80,"$ 45,490","$ 32,727","$ 12,762",22.44%
Price 3,Kroger Roundy Wis,SI 12/17oz 12pk,,$11.99,,,17 wks,11 cs/store,"21,879 cs",,,$ 11.99,"$ 262,329",$ 9.12,"$ 199,536","$ 62,793",23.94%,,"$ 250,296",$ 9.00,"$ 196,911","$ 53,385",26.41%,,"$ 196,911",,,,$ 3.60,$ 2.2,$ 0.12,$ 2.32,"$ 146,152","$ 113,333","$ 32,819",16.67%
Price 4,Kroger Roundy Wis,SI 12/17oz 12pk,,$12.99 REVISED,,,29 wks,9 cs/store,"30,537 cs",,,$ 12.99,"$ 396,676",$ 9.88,"$ 301,706","$ 94,970",23.94%,,"$ 355,451",$ 9.00,"$ 274,833","$ 80,618",26.40%,,"$ 274,833",,,,$ 2.84,$ 1.64,$ 0.12,$ 1.76,"$ 221,088","$ 158,182","$ 62,906",22.89%
Price 1,Kroger Rulers,SI 12/17oz 12pk,,$14.99,,,4 wks,4 cs/store,736 cs,,,$ 14.99,"$ 11,033",$ 9.84,"$ 7,242","$ 3,790",34.36%,,,,,,,,"$ 7,242",,,,$ 0,$ 0,$ 0,$ 0,"$ 7,242","$ 3,812","$ 3,430",47.36%
Price 2,Kroger Rulers,SI 12/17oz 12pk,,$12.99,,,24 wks,5 cs/store,"5,520 cs",,,$ 12.99,"$ 71,705",$ 8.71,"$ 48,079","$ 23,626",32.95%,,,,,,,,"$ 48,079",,,,$ 0,$ 0,$ 1.13,$ 1.13,"$ 41,842","$ 28,594","$ 13,248",24.39%
Price 3,Kroger Rulers,SI 12/17oz 12pk,,$11.99,,,24 wks,6 cs/store,"6,624 cs",,,$ 11.99,"$ 79,422",$ 8.04,"$ 53,257","$ 26,165",32.94%,,,,,,,,"$ 53,257",,,,$ 0,$ 0,$ 1.80,$ 1.80,"$ 41,334","$ 34,312","$ 7,021",10.77%
Price 1,Kroger Smiths,SI 12/17oz 12pk,,$14.99,,,4 wks,12 cs/store,"6,864 cs",,,$ 14.99,"$ 102,891",$ 9.84,"$ 67,542","$ 35,350",34.36%,,,,,,,,"$ 67,542",,,,$ 0,$ 0,$ 0,$ 0,"$ 67,542","$ 35,556","$ 31,986",47.36%
Price 2,Kroger Smiths,SI 12/17oz 12pk,,$12.99,,,24 wks,14 cs/store,"48,048 cs",,,$ 12.99,"$ 624,144",$ 8.71,"$ 418,498","$ 205,645",32.95%,,,,,,,,"$ 418,498",,,,$ 0,$ 0,$ 1.13,$ 1.13,"$ 364,204","$ 248,889","$ 115,315",24.39%
Price 3,Kroger Smiths,SI 12/17oz 12pk,,$11.99,,,24 wks,17 cs/store,"58,344 cs",,,$ 11.99,"$ 699,545",$ 8.04,"$ 469,086","$ 230,459",32.94%,,,,,,,,"$ 469,086",,,,$ 0,$ 0,$ 1.80,$ 1.80,"$ 364,067","$ 302,222","$ 61,845",10.77%
Price 1,Lewis Drug,SI 12/17oz 12pk,,$15.99,,,16 wks,3 cs/store,528 cs,,,$ 15.99,"$ 8,443",$ 12.84,"$ 6,780","$ 1,663",19.70%,,"$ 6,780",$ 9.00,"$ 4,752","$ 2,028",29.91%,,"$ 4,752",,,,$ 0,$ 0,$ 0,$ 0,"$ 4,752","$ 2,735","$ 2,017",42.44%
Price 2,Lewis Drug,SI 12/17oz 12pk,,$12.99,,,28 wks,4 cs/store,"1,232 cs",,,$ 12.99,"$ 16,004",$ 10.56,"$ 13,010","$ 2,994",18.71%,,"$ 14,858",$ 9.00,"$ 11,088","$ 3,770",28.98%,,"$ 11,088",,,,$ 2.28,$ 1.5,$ 0,$ 1.50,"$ 9,240","$ 6,382","$ 2,858",25.78%
Price 3,Lewis Drug,SI 12/17oz 12pk,,$11.99,,,8 wks,5 cs/store,440 cs,,,$ 11.99,"$ 5,276",$ 9.72,"$ 4,277",$ 999,18.93%,,"$ 5,139",$ 9.00,"$ 3,960","$ 1,179",27.57%,,"$ 3,960",,,,$ 3.12,$ 1.96,$ 0,$ 1.96,"$ 3,098","$ 2,279",$ 818,20.67%
Price 1,"Lidl US, LLC",SI 12/17oz 12pk,,$12.99,,,52 wks,1.667 cs/store,"15,000 cs",,,$ 12.99,"$ 194,849",$ 9.12,"$ 136,799","$ 58,050",29.79%,,,,,,,,"$ 136,799",,,,$ 0,$ 0,$ 0.50,$ 0.50,"$ 129,299","$ 77,700","$ 51,600",35.76%
Price 1,Lowes Foods,SI 12/17oz 12pk,,$15.99,,,12 wks,2 cs/store,"2,208 cs",,,$ 15.99,"$ 35,306",$ 12.84,"$ 28,351","$ 6,955",19.70%,,"$ 28,351",$ 9.00,"$ 19,872","$ 8,479",29.91%,,"$ 19,872",,,,$ 0,$ 0,$ 0,$ 0,"$ 19,872","$ 11,437","$ 8,435",42.44%
Price 2,Lowes Foods,SI 12/17oz 12pk,,$12.99,,,28 wks,3.3 cs/store,"8,501 cs",,,$ 12.99,"$ 110,425",$ 10.56,"$ 89,768","$ 20,657",18.71%,,"$ 102,520",$ 9.00,"$ 76,507","$ 26,012",28.98%,,"$ 76,507",,,,$ 2.28,$ 1.5,$ 0,$ 1.50,"$ 63,756","$ 44,034","$ 19,722",25.78%
Price 3,Lowes Foods,SI 12/17oz 12pk,,$11.99,,,12 wks,7.5 cs/store,"8,280 cs",,,$ 11.99,"$ 99,277",$ 9.72,"$ 80,482","$ 18,796",18.93%,,"$ 96,710",$ 9.00,"$ 74,520","$ 22,190",27.57%,,"$ 74,520",,,,$ 3.12,$ 1.96,$ 0,$ 1.96,"$ 58,291","$ 42,890","$ 15,401",20.67%
Price 1,Lunds & Byerlys,SI 12/17oz 12pk,,$15.99,,,16 wks,3.25 cs/store,"1,456 cs",,,$ 15.99,"$ 23,281",$ 12.84,"$ 18,695","$ 4,586",19.70%,,"$ 18,695",$ 9.00,"$ 13,104","$ 5,591",29.91%,,"$ 13,104",,,,$ 0,$ 0,$ 0,$ 0,"$ 13,104","$ 7,542","$ 5,562",42.44%
Price 2,Lunds & Byerlys,SI 12/17oz 12pk,,$12.99,,,28 wks,4.5 cs/store,"3,528 cs",,,$ 12.99,"$ 45,829",$ 10.56,"$ 37,256","$ 8,573",18.71%,,"$ 42,548",$ 9.00,"$ 31,752","$ 10,796",28.98%,,"$ 31,752",,,,$ 2.28,$ 1.5,$ 0,$ 1.50,"$ 26,460","$ 18,275","$ 8,185",25.78%
Price 3,Lunds & Byerlys,SI 12/17oz 12pk,,$11.99,,,8 wks,6.5 cs/store,"1,456 cs",,,$ 11.99,"$ 17,457",$ 9.72,"$ 14,152","$ 3,305",18.93%,,"$ 17,006",$ 9.00,"$ 13,104","$ 3,902",27.57%,,"$ 13,104",,,,$ 3.12,$ 1.96,$ 0,$ 1.96,"$ 10,250","$ 7,542","$ 2,708",20.67%
Price 1,Lynns Dakotamart,SI 12/17oz 12pk,,$15.99,,,16 wks,1 cs/store,160 cs,,,$ 15.99,"$ 2,558",$ 12.84,"$ 2,054",$ 504,19.70%,,"$ 2,054",$ 9.00,"$ 1,440",$ 614.4,29.91%,,"$ 1,440",,,,$ 0,$ 0,$ 0,$ 0,"$ 1,440",$ 829,$ 611,42.44%
Price 2,Lynns Dakotamart,SI 12/17oz 12pk,,$12.99,,,28 wks,2 cs/store,560 cs,,,$ 12.99,"$ 7,274",$ 10.56,"$ 5,914","$ 1,361",18.71%,,"$ 6,754",$ 9.00,"$ 5,040","$ 1,714",28.98%,,"$ 5,040",,,,$ 2.28,$ 1.5,$ 0,$ 1.50,"$ 4,200","$ 2,901","$ 1,299",25.78%
Price 3,Lynns Dakotamart,SI 12/17oz 12pk,,$11.99,,,8 wks,3 cs/store,240 cs,,,$ 11.99,"$ 2,878",$ 9.72,"$ 2,333",$ 545,18.93%,,"$ 2,803",$ 9.00,"$ 2,160",$ 643.2,27.57%,,"$ 2,160",,,,$ 3.12,$ 1.96,$ 0,$ 1.96,"$ 1,690","$ 1,243",$ 446,20.67%
Price 1,Marc's,SI 12/17oz 12pk,,$15.99,,,16 wks,0.5 cs/store,448 cs,,,$ 15.99,"$ 7,164",$ 12.84,"$ 5,752","$ 1,411",19.70%,,"$ 5,752",$ 9.00,"$ 4,032","$ 1,720",29.91%,,"$ 4,032",,,,$ 0,$ 0,$ 0,$ 0,"$ 4,032","$ 2,321","$ 1,711",42.44%
Price 2,Marc's,SI 12/17oz 12pk,,$12.99,,,28 wks,1.5 cs/store,"2,352 cs",,,$ 12.99,"$ 30,552",$ 10.56,"$ 24,837","$ 5,715",18.71%,,"$ 28,365",$ 9.00,"$ 21,168","$ 7,197",28.98%,,"$ 21,168",,,,$ 2.28,$ 1.5,$ 0,$ 1.50,"$ 17,640","$ 12,183","$ 5,457",25.78%
Price 3,Marc's,SI 12/17oz 12pk,,$11.99,,,8 wks,3 cs/store,"1,344 cs",,,$ 11.99,"$ 16,115",$ 9.72,"$ 13,064","$ 3,051",18.93%,,"$ 15,698",$ 9.00,"$ 12,096","$ 3,602",27.57%,,"$ 12,096",,,,$ 3.12,$ 1.96,$ 0,$ 1.96,"$ 9,462","$ 6,962","$ 2,500",20.67%
Price 1,Marianna's,SI 12/17oz 12pk,,$15.99,,,16 wks,0.1 cs/store,9.6 cs,,,$ 15.99,$ 153.5,$ 12.84,$ 123,$ 30,19.70%,,$ 123.3,$ 9.00,$ 86,$ 36.86,29.91%,,$ 86.4,,,,$ 0,$ 0,$ 0,$ 0,$ 86,$ 50,$ 37,42.44%
Price 2,Marianna's,SI 12/17oz 12pk,,$12.99,,,28 wks,0.1 cs/store,16.8 cs,,,$ 12.99,$ 218.2,$ 10.56,$ 177,$ 41,18.71%,,$ 202.6,$ 9.00,$ 151,$ 51.41,28.98%,,$ 151.2,,,,$ 2.28,$ 1.5,$ 0,$ 1.50,$ 126,$ 87,$ 39,25.78%
Price 3,Marianna's,SI 12/17oz 12pk,,$11.99,,,8 wks,0.1 cs/store,4.8 cs,,,$ 11.99,$ 57.55,$ 9.72,$ 47,$ 11,18.93%,,$ 56.06,$ 9.00,$ 43,$ 12.86,27.57%,,$ 43.2,,,,$ 3.12,$ 1.96,$ 0,$ 1.96,$ 34,$ 25,$ 9,20.67%
Price 1,Market Basket (New England),SI 12/17oz 12pk,,$12.49,,,52 wks,17.92 cs/store,"89,459 cs",,,$ 12.49,"$ 1,117,338",$ 10.09,"$ 902,638","$ 214,701",19.22%,,"$ 1,042,193",$ 9.00,"$ 805,128","$ 237,065",26.26%,,"$ 805,128",,,,$ 2.75,$ 1.56,$ 0,$ 1.56,"$ 665,572","$ 463,396","$ 202,177",25.11%
Price 1,Marketplace Foods,SI 12/17oz 12pk,,$15.99,,,16 wks,2 cs/store,384 cs,,,$ 15.99,"$ 6,140",$ 12.84,"$ 4,931","$ 1,210",19.70%,,"$ 4,931",$ 9.00,"$ 3,456","$ 1,475",29.91%,,"$ 3,456",,,,$ 0,$ 0,$ 0,$ 0,"$ 3,456","$ 1,989","$ 1,467",42.44%
Price 2,Marketplace Foods,SI 12/17oz 12pk,,$12.99,,,28 wks,3 cs/store,"1,008 cs",,,$ 12.99,"$ 13,094",$ 10.56,"$ 10,644","$ 2,449",18.71%,,"$ 12,156",$ 9.00,"$ 9,072","$ 3,084",28.98%,,"$ 9,072",,,,$ 2.28,$ 1.5,$ 0,$ 1.50,"$ 7,560","$ 5,221","$ 2,339",25.78%
Price 3,Marketplace Foods,SI 12/17oz 12pk,,$11.99,,,8 wks,4 cs/store,384 cs,,,$ 11.99,"$ 4,604",$ 9.72,"$ 3,732",$ 872,18.93%,,"$ 4,485",$ 9.00,"$ 3,456","$ 1,029",27.57%,,"$ 3,456",,,,$ 3.12,$ 1.96,$ 0,$ 1.96,"$ 2,703","$ 1,989",$ 714,20.67%
Price 1,Mckeever -Price Chopper,SI 12/17oz 12pk,,$16.99,,,0 wks,0 cs/store,0 cs,,,$ 16.99,$ 0,$ 12.84,$ 0,$ 0,0%,,$ 0,$ 9.00,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Mckeever -Price Chopper,SI 12/17oz 12pk,,$14.99,,,40 wks,9.46 cs/store,"4,541 cs",,,$ 14.99,"$ 68,067",$ 11.17,"$ 50,721","$ 17,346",25.48%,,"$ 54,989",$ 9.00,"$ 40,867","$ 14,122",27.84%,,"$ 40,867",,,,$ 1.67,$ 0.94,$ 0,$ 0.94,"$ 36,599","$ 23,521","$ 13,078",32.00%
Price 3,Mckeever -Price Chopper,SI 12/17oz 12pk,,$12.99,,,12 wks,12.62 cs/store,"1,817 cs",,,$ 12.99,"$ 23,606",$ 9.72,"$ 17,664","$ 5,943",25.17%,,"$ 21,226",$ 9.00,"$ 16,356","$ 4,870",27.57%,,"$ 16,356",,,,$ 3.12,$ 1.96,$ 0,$ 1.96,"$ 12,794","$ 9,414","$ 3,380",20.67%
